74,Constance,Gayden,06/09/1980,CZ,DEL,174
75,Sammy,Bavister,16/07/1989,CL,DEF,602
76,Farlie,Bartolic,23/05/1999,CN,DEF,618
77,Virginie,Tole,29/08/1951,ID,POR,771
78,Padriac,Rizon,18/01/2001,FR,DEL,615
79,Ulises,McBeth,19/12/2000,MN,MC,282
80,Vaughan,Schustl,25/03/1987,RU,MC,637
81,Mame,Konerding,30/03/1988,NL,DEL,64
82,Sherwin,Bogays,30/08/1982,CH,DEL,425
83,Edyth,McKenna,12/10/1945,RU,DEL,821
84,Donielle,Comber,12/03/1971,PE,DEL,293
85,Reider,Ciccottio,03/11/1994,JP,DEL,495
86,Junia,Mattheissen,19/05/1947,CA,DEF,6
87,Damaris,Crispe,15/09/1944,MX,DEL,795
88,Peria,Matas,02/10/2010,ID,MC,221
89,Sissy,Chaffey,05/04/1990,PL,DEL,722
90,Josepha,Scafe,12/07/1958,IR,POR,55
91,Gibbie,Caunt,31/10/1981,CN,DEL,122
92,Tilda,Rowantree,03/02/1998,RU,DEF,648
93,Hedwig,Spada,11/07/1945,KG,DEL,258
94,Arden,Agron,08/02/1951,CA,DEL,440
95,Leena,McPhillimey,24/05/1956,SI,MC,122
96,Doralyn,Sextone,19/08/1987,CN,MC,273
97,Edd,Whiles,26/10/2012,BR,DEL,916
98,Andras,Kiddell,11/06/1980,CO,DEF,395
99,Yolanda,Doret,11/06/2017,BR,POR,811
100,Vick,MacGettigen,20/09/1987,SI,DEL,533
101,Phebe,Ramstead,03/04/1997,CN,DEL,901
102,Buck,Yurivtsev,04/06/1968,GR,DEL,481
103,Candice,Koeppke,16/04/2000,PL,DEL,867
104,Humbert,Moxsom,28/03/2001,CN,MC,337
105,Mabelle,Raubenheimers,04/02/1991,UA,MC,636
106,Aubrie,Kelk,08/05/1972,UG,DEL,608
107,Maurene,Brenton,15/12/2018,CN,DEL,522
108,Almeda,Sailor,14/02/1955,CN,DEL,873
109,Ranee,Rowson,06/01/1953,SO,DEL,5
110,Marje,Habercham,21/05/1977,US,DEL,344
111,Mariel,Hukins,02/12/2005,PL,DEL,153
112,Zita,Gittose,03/07/1984,CZ,DEL,122
113,Vidovic,Blincow,17/03/1996,BR,DEL,291
114,Borg,Beadel,18/08/1996,RU,MC,46
115,Brandi,Sigmund,01/07/1971,PH,DEL,398
116,Kerr,Viger,06/04/1965,ZW,DEL,16
117,Gaby,Fulop,02/03/2010,PT,DEL,392
118,Alford,Bazek,15/08/1984,RS,DEL,790
119,Titus,Starford,27/12/1947,AM,MC,827
120,Darsie,Martschik,05/05/1947,CN,DEF,567
121,Mitch,Woodhall,27/04/1964,KR,DEF,419
122,Abbey,Skett,19/04/1989,VN,DEL,792
123,Sunny,Kares,18/06/1978,CN,MC,731
124,Jared,Dillicate,09/11/1963,RU,DEL,410
125,Eliot,Crunden,08/07/1961,FM,MC,569
126,Ethelda,Radborne,13/01/1969,CO,DEL,184
127,Meaghan,Liptrod,21/11/1973,CN,DEL,553
128,Marve,Deekes,07/03/1947,CA,MC,56
129,Waiter,Gawler,16/12/2014,CN,DEL,184
130,Peterus,Moncaster,06/06/1987,DO,DEL,32
131,Fons,Labet,08/04/1954,KP,MC,253
132,Benedetto,Sultana,24/10/2003,CN,DEL,636
133,Iago,Dundin,02/08/2006,GE,MC,11
134,Shelley,Sydenham,30/03/1989,ID,DEL,513
135,Paola,Vassie,04/04/1960,GR,DEF,32
136,Alford,Stubbe,23/07/1955,CN,MC,157
137,Doralynne,Jandl,09/02/1955,JP,POR,23
138,Jolee,Robben,05/12/1953,CN,DEL,524
139,Steffie,Rushworth,21/05/2009,SE,DEL,805
140,Dehlia,Van Velden,06/10/2016,PE,DEL,162
141,Mac,Probyn,19/02/1941,DO,DEL,339
142,Brittne,Pedden,20/09/2005,UA,DEL,353
143,Philly,Whitham,13/11/1953,AR,DEF,466
144,Cybill,Lennarde,30/03/1959,PL,MC,167
145,Stanfield,Giordano,30/03/2007,CN,DEL,88
146,Sullivan,Chessum,23/08/2010,ID,DEL,326
147,Dorie,Brunroth,25/04/1993,GE,DEL,936
148,Emalee,Sommerville,18/08/1970,CU,MC,720
149,Branden,Gorrissen,11/03/1990,CN,DEL,848
150,Natalie,Marsters,20/10/1962,CN,DEF,892
151,Velvet,Fines,23/02/2009,PT,DEL,587
152,Darnell,Copp,02/09/2011,PH,DEL,448
153,Jolynn,Castellanos,24/01/1947,ID,DEF,60
154,Haskell,Kunzel,26/01/1973,CN,DEL,63
155,Vinnie,Bidder,27/10/2017,HU,DEL,837
156,Vivianna,Ings,27/01/1999,RU,DEL,472
157,Debora,Bentham,31/08/2011,FR,POR,252
158,Mellicent,Settle,28/01/1964,ID,DEF,47
159,Bartholomeus,Husselbee,15/06/2009,BR,DEL,247
160,Lodovico,Leveret,04/02/1955,CN,DEL,682
161,Daisie,Denisyev,18/11/1971,CO,DEL,734
162,Marilyn,Molian,13/08/1968,CN,POR,892
163,Martainn,Brearley,21/07/2003,CN,POR,634
164,Cornie,Izakoff,21/10/1992,SE,DEF,916
165,Marilin,Martino,19/11/1940,SY,DEL,50
166,Sharleen,Jenny,27/01/1970,CN,DEL,612
167,Reiko,Michelle,31/08/2015,ID,MC,797
168,Martica,Claypoole,18/12/1958,UY,DEL,886
169,Josselyn,Lillecrap,22/04/1991,ID,DEL,948
170,Alisander,Butson,10/02/2013,TD,DEL,248
171,Oren,Harkus,24/06/1971,PH,DEL,262
172,Colleen,Gauson,08/04/2008,PH,DEF,938
173,Sargent,Rabjohn,06/06/1959,CZ,MC,583
174,Den,Jellings,31/12/2004,ID,DEL,616
175,Rea,Brahams,02/08/1945,MA,POR,677
176,Moe,Screaton,25/02/1996,SI,MC,993
177,Caroljean,Sannes,24/08/1980,ID,MC,472
178,Flossie,Cruce,26/04/2001,ID,POR,413
179,Yetta,Ackers,02/07/1978,FI,DEL,603
180,Maximilianus,Emig,18/12/1946,SY,MC,783
181,Thebault,Realy,01/06/1974,BR,DEL,16
182,Shawnee,Wattisham,08/09/1944,PH,DEL,753
183,Parke,Lineker,15/07/1985,CN,DEF,263
184,Dru,Whittek,12/12/1997,US,POR,980
185,Min,Rutherforth,16/12/1983,RU,DEL,481
186,Blondie,Keneleyside,04/12/2005,RE,POR,258
187,Sterne,MacKibbon,24/04/2004,BY,POR,504
188,Inigo,Leidecker,26/01/1986,CN,DEF,932
189,Elise,Marshal,13/05/1978,AR,MC,423
190,Benedict,Ivankovic,21/06/1953,GR,MC,977
191,Stevana,Wansbury,23/05/1966,ES,MC,997
192,Alair,Nott,12/01/2003,PH,MC,91
193,Sanders,Bowles,14/03/1957,PT,POR,291
194,Colleen,Kloss,12/11/1980,SE,MC,64
195,Linell,Deegin,16/05/1968,PH,DEL,735
196,Huntington,Mariet,02/10/1948,BJ,DEF,307
197,Mayer,Grossier,16/01/1976,RS,DEL,432
198,Carlita,Collyns,25/12/2013,CN,DEF,5
199,Ephrem,Belleny,05/07/1956,AZ,MC,963
200,Madlin,Ripping,09/08/1974,ID,DEF,579
201,Andeee,Breinl,02/06/1986,MY,DEL,888
202,Dillon,Chezier,01/06/1954,ID,MC,568
203,Vicky,Tille,16/05/1948,RU,DEL,405
204,Christos,Mattholie,09/09/1989,FR,MC,251
205,Adelle,Witherup,05/11/1970,WS,DEL,749
206,Allan,Fery,03/02/1986,TH,DEF,274
207,Jody,Brunning,11/03/2010,SI,DEL,872
208,Tuck,Spollen,15/04/2005,CY,DEL,354
209,Mair,Langhorn,08/03/2010,NL,DEF,638
210,Normie,Saltrese,26/08/1947,ID,DEF,95
211,Eleonora,Perrone,29/12/1971,CN,DEL,504
212,Alexia,Peasey,28/07/2006,RS,POR,217
213,Freeman,Ricardon,01/12/1973,BR,DEL,484
214,Sharl,Greenway,18/08/1983,CN,DEL,657
215,Ellyn,Ivanchenkov,31/07/1969,IR,DEL,280
216,Marlee,Brickham,09/08/1979,CA,DEL,666
217,Abra,Kohneke,24/04/1956,EE,POR,240
218,Anderson,Grahame,10/03/2013,RU,MC,27
219,Ethelbert,Gaymer,06/04/1945,TN,DEL,11
220,Willi,Matussov,17/03/1961,FR,DEL,713
221,Gianina,Knock,20/05/1987,MN,DEL,832
222,Benjie,Brightman,19/08/1995,ID,DEL,207
223,Bat,Dundin,07/08/1973,JP,DEL,536
224,Kizzee,Paradise,21/07/1998,ID,DEL,430
225,Adore,Lauder,14/02/1987,SE,DEL,666
226,Hymie,Beverstock,07/06/2007,RU,DEL,148
227,Boris,Ransbury,16/11/2014,CN,DEL,377
228,Dora,Guisby,01/09/1952,PH,POR,808
229,Ruthie,Golborne,07/02/1988,CM,DEL,187
230,Lettie,Mabbutt,09/02/2009,VN,DEF,998
231,Milton,Bestwall,09/09/2008,AM,DEL,716
232,Shannah,Reese,04/01/1970,BR,DEL,78
233,Nicoli,Start,25/02/1940,RU,MC,14
234,Binny,Castells,13/09/1954,PE,MC,501
235,Amaleta,Tumielli,06/03/1978,PE,MC,697
236,Athena,Eagle,25/05/2002,MZ,MC,389
237,Kenyon,Blasdale,08/02/1997,CN,DEL,254
238,Aarika,Breissan,31/01/1974,ET,MC,240
239,Julissa,Collacombe,26/06/1949,BD,DEL,720
240,Allyn,Lumox,18/06/1982,CN,MC,930
241,Clarette,Starsmore,08/12/2006,CN,POR,650
242,Jannel,Tuma,13/11/1981,TN,DEL,348
243,Jacenta,Dhenin,03/05/1944,PE,POR,29
244,Yasmin,Engelbrecht,21/07/2013,PH,MC,771
245,Layla,Castelow,22/11/2013,UG,DEL,364
246,Kathie,Papworth,06/03/1995,TM,DEL,160
247,Verina,Altree,09/10/1998,NG,MC,937
248,Tori,Pledge,10/12/1947,PH,POR,288
249,Caria,MacConnulty,05/10/1962,CN,POR,309
250,Alana,Carwithan,27/04/2002,ZA,MC,138
251,Celia,Moffatt,29/01/1978,PT,POR,693
252,Jilleen,Boays,14/06/1980,NO,DEL,293
253,Bil,Whetnell,07/02/2010,ID,DEL,609
254,Thorndike,Leyburn,25/08/1975,PL,POR,708
255,Marjie,McPhate,04/01/1973,BD,DEL,716
256,Lannie,Reimer,01/10/1959,RU,DEL,171
257,Kristyn,Blain,11/04/1941,BR,DEL,633
258,Hagan,Ellif,20/10/2010,PL,MC,406
259,Josy,Bennetts,01/06/1954,CN,DEL,767
260,Rozamond,Pren,25/08/1950,FR,DEL,387
261,Brooke,Inskipp,12/02/1996,RU,MC,31
262,Desiri,Cristea,02/01/1962,CA,MC,924
263,Axe,Chritchlow,12/10/1947,VE,DEL,138
264,Juieta,Donoghue,31/12/2009,AZ,DEL,965
265,Carmina,Monroe,28/01/1979,ID,POR,865
266,Alberik,Durden,02/05/1967,PH,POR,56
267,Doretta,Stansell,12/04/1963,PT,DEL,2
268,Obadias,Bonnor,25/04/1990,JP,DEL,519
269,Corbie,Mirfin,18/06/1974,CN,DEL,275
270,Zoe,Diggle,15/03/1999,BR,DEL,943
271,Rayshell,Brandom,01/12/1986,BR,DEL,34
272,Mike,Clewett,18/08/1945,FR,DEL,467
273,Ronalda,Bamfield,25/07/1969,BR,DEL,994
274,Romona,Westmancoat,13/06/1988,CN,MC,669
275,Denny,Fussie,22/02/1964,BR,DEL,771
276,Sawyere,Glackin,26/04/1988,PT,MC,38
277,Phillip,Chester,07/04/1948,CN,DEL,550
278,Abigael,Carwithim,29/09/2001,RU,POR,399
279,Cosme,O'Brallaghan,16/10/2004,SN,DEL,692
280,Lucky,Crutcher,16/09/2017,PT,POR,617
281,Woodie,Hicks,31/08/2006,VN,DEF,635
282,Gianina,Jaspar,10/05/1974,EG,DEF,748
283,Issie,Dominici,09/03/1985,PH,DEF,871
284,Luke,Tudor,20/10/2009,SE,DEL,198
285,Alyss,Cuningham,17/04/1954,SE,DEL,576
286,Kathe,Griggs,07/04/1992,RU,MC,646
287,Kial,Pehrsson,26/04/1993,RU,POR,344
288,Delmer,Waterworth,13/07/1949,ID,DEF,537
289,Lem,De Caroli,28/12/1944,CN,DEL,612
290,Jerrie,Beavon,03/12/1949,ID,DEL,999
291,Keefe,Dumphy,27/04/1970,PE,DEL,817
292,Wilhelmina,Faldoe,13/12/1943,PL,DEF,178
293,Dulcy,Gisbey,12/06/2000,CN,MC,424
294,Dwayne,Bowles,22/10/1994,ID,DEL,626
295,Kari,Fer,18/05/1994,CN,DEF,846
296,Ardine,Tzar,13/10/1953,CL,DEL,450
297,Mallory,Wieprecht,21/11/1978,ID,POR,157
298,Milly,Probetts,20/02/1988,PH,DEL,149
299,Polly,Bottby,04/08/1965,PS,MC,773
300,Cassandry,Palffy,31/07/1964,ET,MC,767
301,Leticia,Petrovsky,24/06/1949,CN,DEL,281
302,Florella,Prantoni,03/02/1971,CN,DEF,559
303,Alexander,Cruden,13/12/1994,CN,DEL,720
304,Major,Brockhurst,06/01/1950,FR,POR,302
305,Kerk,Hulme,24/02/1945,PH,POR,951
306,Karleen,Cheales,02/11/2012,PH,DEL,695
307,Myriam,Ghidelli,26/07/1970,ET,DEF,830
308,Axel,Ladd,02/06/1978,CL,DEL,274
309,Georgiana,Langstone,15/02/2008,PE,DEF,591
310,Antoinette,Shepcutt,23/06/1969,RU,MC,297
311,Jazmin,Bransdon,01/11/1959,LK,DEL,952
312,Kati,Norgan,04/11/1978,PT,DEL,457
313,Arabele,Mateescu,01/08/1995,CN,DEL,180
314,Danie,Hearson,18/03/1967,EC,DEF,197
315,Bartholomew,Weekly,08/10/2001,RS,MC,749
316,Charmian,Treverton,08/03/1983,YE,DEL,264
317,Isis,Twinbrow,26/08/1944,CN,DEL,973
318,Zorah,Attwell,28/07/1951,CN,DEL,66
319,Korry,Rigler,19/11/1972,CN,MC,840
320,Desdemona,Regglar,11/01/2014,JP,DEL,852
321,Jessi,Winstanley,27/07/1970,ID,DEL,419
322,Artemas,Piddle,02/06/1957,LS,DEL,673
323,Salli,Poltone,16/08/1990,CN,MC,185
324,Lola,Gatherell,18/01/1968,PY,DEL,67
325,Leese,Aggis,21/08/1972,CN,DEL,700
326,Joela,Maskill,06/08/2010,OM,MC,856
327,Kenon,Gerty,25/07/1973,LT,DEL,909
328,Marion,Geraudel,17/03/2017,PE,DEF,788
329,Leif,Phare,10/02/2003,PH,DEL,986
330,Marvin,Pead,31/07/2013,RU,DEF,449
331,Gray,Kaemena,09/11/1970,BR,DEL,748
332,Vera,Gwinnell,31/08/2016,FR,DEL,55
333,Niles,Immins,09/11/1984,CN,DEL,592
334,Madelena,Mushawe,23/05/1989,CZ,MC,583
335,Manolo,Paulucci,15/11/1945,AL,DEL,773
336,Hymie,Sanderson,24/04/1952,JP,POR,891
337,Page,Berndsen,25/08/2010,AR,MC,230
338,Northrop,Fergusson,13/05/2016,MU,DEL,355
339,Greggory,Roofe,13/09/2005,PK,DEL,236
340,Jacynth,Easby,25/11/1989,YE,DEL,177
341,Benyamin,Gildersleeve,26/04/1975,CN,DEL,195
342,Con,Guerrieri,08/12/1977,FR,DEL,996
343,Rani,Otridge,27/03/1967,NP,DEF,256
344,Falkner,Cawdell,09/09/1942,CN,MC,783
345,Walden,Robelow,14/04/1978,EG,DEL,140
346,Petronia,Picken,24/04/1976,ID,DEL,162
347,Tabina,Grevel,26/07/2007,PH,MC,669
348,Dorolice,Slocombe,06/08/2004,RU,MC,756
349,Olin,Russ,28/05/2010,PL,DEL,434
350,Aurelia,Succamore,11/10/1963,ID,DEL,81
351,Symon,Bertholin,12/01/2017,CA,DEL,580
352,Salvador,Malham,22/04/2003,PL,DEF,71
353,Lianne,Hinze,22/09/1952,CI,DEL,629
354,Sauncho,Kench,03/08/1983,SI,DEF,951
355,Pru,Doohan,04/12/2014,PH,MC,20
356,Zelig,Eyes,31/05/1965,RU,DEL,628
357,Rosalyn,Andersson,08/07/1989,ES,POR,439
358,Hinda,Rabl,17/04/1942,RS,MC,244
359,Bordy,Dufore,21/12/1971,MN,DEL,647
360,Glenn,Planks,15/07/2006,SE,DEF,32
361,Breena,Brandi,04/12/1960,ID,DEL,301
362,Madelina,Dowtry,11/05/2005,CO,DEL,396
363,Lissy,de Clerk,02/05/1968,RU,DEL,537
364,Egan,Chantree,12/03/1994,CN,POR,689
365,Abbye,Cristofaro,03/07/2004,CN,POR,756
366,Shelley,Simkins,08/09/1995,FR,DEF,625
367,Brynn,Delafoy,01/09/1943,CI,DEL,654
368,Meg,Bullas,12/01/1955,RU,POR,213
369,Chrystal,Meynell,20/09/1941,ID,MC,211
370,Wyn,Meys,26/12/1948,CN,DEL,410
371,Elisabet,Stapels,24/01/1958,MG,DEL,85
372,Berk,Headech,26/07/2013,ID,DEL,690
373,Traver,Dudill,27/05/1944,BR,MC,570
374,Mohandas,Youle,02/10/1962,PT,DEF,338
375,Raddie,Padberry,06/05/1986,RU,DEL,583
376,Boniface,Harrild,02/01/1946,GM,MC,445
377,Jessalyn,Lackham,08/12/2015,NO,MC,847
378,Anastasie,Bang,27/10/1953,PT,DEL,965
379,Lewiss,Lashmar,29/08/1946,CN,DEL,665
380,Waylin,Darte,20/06/1951,NG,DEL,337
381,Paton,Kinze,19/08/1951,PH,POR,586
382,Chastity,Smieton,12/02/1966,US,MC,340
383,Ron,Schapero,08/12/1999,CN,DEL,160
384,Erin,Hallybone,02/07/1985,ID,DEL,381
385,Rozanna,Mitkov,20/07/1979,ID,POR,281
386,Lanny,Burl,08/08/1940,EC,DEL,394
387,Barbe,Stallion,21/07/1975,MK,DEF,60
388,Lorie,Duchant,30/10/2007,US,DEL,211
389,Ronnie,Goozee,04/02/1984,BR,DEL,403
390,Annis,Tuft,29/10/1948,CZ,DEL,400
391,Francyne,Dearle,21/05/1987,UG,MC,653
392,Osbert,Karpf,22/06/1950,ID,MC,664
393,Amelie,Trafford,09/03/1953,UA,DEF,530
394,Broddie,Pressland,22/01/1997,LU,MC,900
395,Wood,Paal,22/05/1987,US,DEL,36
396,Kenton,Cordelette,28/06/2003,PT,DEL,406
397,Theressa,Worral,05/06/2013,CA,MC,484
398,Minerva,Proudman,04/02/1941,BR,MC,81
399,Daniella,Kensington,10/09/1978,CZ,DEL,675
400,Henrietta,Edmands,04/12/1974,CN,MC,510
401,Sven,Mouncher,22/03/2005,PT,DEL,138
402,John,Legier,14/12/1991,GR,DEF,652
403,Konstantine,Yurygyn,27/10/1987,CN,MC,948
404,Barbie,Lorenc,05/04/1986,PL,DEL,394
405,Gaynor,Brownhill,18/10/1986,GR,DEL,755
406,Almeta,McGloin,29/11/1979,PH,DEL,405
407,Nanice,Kemmons,31/10/1949,CN,DEF,58
408,Fleming,Aylward,04/05/1955,BR,DEL,692
409,Benito,Clempton,09/09/1955,PL,DEL,45
410,Bee,Killingbeck,30/11/1944,SE,POR,865
411,Davide,Hutchings,18/12/1983,CN,DEL,151
412,Avery,Trollope,20/03/1948,CO,POR,852
413,Lilas,Carstairs,28/12/1970,PH,MC,258
414,Wini,Comrie,12/03/1950,VN,DEF,389
415,Lesley,Rennie,05/01/1944,UZ,DEL,355
416,Kori,Imison,07/12/1976,CA,DEL,803
417,Norine,Paroni,31/05/1992,ID,MC,735
418,Modestia,Orth,02/10/1994,RU,MC,740
419,Norri,Callender,11/03/1956,CR,DEL,362
420,Donielle,Gilhool,30/12/1968,RS,DEL,377
421,Shoshanna,Rawet,27/08/1985,CN,POR,362
422,Mechelle,Samudio,08/12/1977,CN,DEF,555
423,Desmond,Iglesias,02/08/1971,TJ,DEL,672
424,Sile,Haysar,22/02/1975,PE,DEL,962
425,Aila,Beche,21/08/1998,RU,DEL,773
426,Lurlene,Truder,03/08/1944,HR,DEL,193
427,Emily,Spinella,13/09/1973,FR,MC,528
428,Greggory,Marney,03/06/1986,TJ,DEL,232
429,Aura,Blasio,30/11/1983,AR,MC,642
430,Ursulina,Riccardini,22/04/1974,AM,MC,271
431,Fonsie,Paramore,07/11/1972,NG,DEL,255
432,Alma,Leipelt,01/06/1993,UA,DEL,713
433,Donavon,Milliere,28/06/2018,CN,POR,304
434,Bjorn,Sinkins,29/09/1953,ID,DEL,843
435,Victoria,Daddow,01/12/2015,CN,POR,644
436,Elyn,Moogan,26/04/1976,PT,DEL,608
437,Raphael,Spurdens,22/04/1958,PT,DEL,639
438,Patten,Konertz,08/06/2010,CN,DEF,424
439,Maddy,Shugg,22/12/1961,GR,POR,421
440,Sax,Beckinsall,08/08/2002,FR,DEL,475
441,Kaila,Siehard,22/10/1975,UZ,DEF,66
442,Andros,Bream,27/11/1973,CN,MC,144
443,Demeter,Deegin,16/07/1946,FR,POR,129
444,Edi,Duplan,06/09/2014,BR,DEL,51
445,Shepard,Halt,22/06/1974,SY,DEF,812
446,Joice,Jewer,16/08/1981,CZ,DEL,19
447,Frazier,Iggo,01/05/1997,KE,DEF,936
448,Rusty,Shurey,24/03/1981,CN,DEL,791
449,Raquel,Dundridge,08/05/1956,FR,POR,247
450,Nerte,Lethbrig,11/02/1965,PH,MC,46
451,Laverne,Storrock,29/07/1948,CN,DEL,913
452,Ronnie,Dansken,14/05/1943,US,DEL,107
453,Brockie,Maryon,06/05/2002,RU,MC,544
454,Tonie,Emptage,28/04/1958,CD,DEL,584
455,Franny,Tolcher,16/08/1941,PT,DEL,583
456,Georgetta,Lambell,16/07/1961,RU,MC,156
457,Reiko,Nelane,13/05/2002,TJ,DEF,55
458,Worth,Olohan,08/10/1984,CN,DEL,880
459,Nelson,Faust,28/03/1978,ID,MC,312
460,Milo,Gwilliam,30/03/1990,CN,DEL,92
461,Susanetta,Langridge,26/01/1984,HR,DEL,588
462,Wit,Saywood,24/01/2014,CN,DEL,967
463,Lacie,Brundall,14/02/2008,PT,MC,537
464,Morten,Ponting,22/03/1981,CN,DEF,828
465,Marianne,Handslip,19/11/1941,BN,MC,732
466,Whitney,Palfreyman,10/03/1990,PH,MC,943
467,Donn,Print,25/03/2013,SL,POR,207
468,Queenie,Hellyar,09/07/1995,CO,DEF,144
469,Ketty,Cundey,09/01/1959,PH,DEL,449
470,Maye,Dingwall,27/09/2016,CO,DEL,264
471,Buffy,Limer,18/02/1984,CN,DEL,858
472,Ansel,Toun,26/05/1997,UA,MC,689
473,Barby,Hassent,16/06/1940,LU,DEF,883
474,Marcile,Crayker,20/10/1957,CN,DEL,1000
475,Flory,Rosthorn,18/05/2004,ID,DEL,654
476,Nevin,Buglar,03/12/2013,YE,DEL,505
477,Merissa,Gelland,14/04/2004,ID,DEL,327
478,Tedi,O'Sesnane,03/03/1958,PT,DEL,255
479,Leonora,Darby,05/05/1970,PL,DEL,217
480,Gilbert,Sleightholme,16/01/1955,RU,MC,927
481,Ealasaid,Toy,21/07/1940,PK,DEL,382
482,Leonid,Belchamp,17/06/1954,NP,DEF,631
483,Isidor,Blick,23/01/2014,UA,DEL,203
484,Gleda,Radolf,24/03/2003,FR,DEF,224
485,Joice,Pinkett,23/02/1968,CN,DEL,482
486,Rorke,Eiler,07/01/1975,BR,DEF,911
487,Lonnie,Dymond,14/03/2005,BO,MC,949
488,Ulberto,Beccera,16/02/1949,NZ,DEF,907
489,Donall,Kitley,10/02/1977,AM,DEL,418
490,Josee,Mattiacci,08/09/1969,ID,DEF,583
491,Lawrence,Sedge,17/07/1965,CN,DEL,964
492,Nicki,Forsdyke,29/11/1960,CN,DEF,174
493,Marvin,Shottin,12/02/1940,CN,POR,9
494,Kath,Duinbleton,10/05/1949,CN,POR,489
495,Isis,O'Cuddie,07/03/2007,PK,DEL,837
496,Vite,Cornick,28/11/1940,MA,DEL,356
497,Marsiella,Diloway,19/06/1975,RU,DEF,590
498,Isac,Yeskin,26/06/1974,PH,DEL,800
499,Ernesta,Somers,30/09/1990,JP,MC,774
500,Clerissa,Swanwick,28/02/1988,ID,DEL,333
501,Anni,Yurlov,03/10/2008,PT,DEF,164
